school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,total_alcohol,parental_education,academic_trajectory
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,False,False,False,True,False,True,True,False,3,2,4,1,4,2,4,17,18,19,3.142857142857143,8,Consistent Performer
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,False,False,False,True,False,True,True,True,4,4,3,1,3,5,0,7,7,0,2.4285714285714284,3,Struggling
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,False,False,False,True,True,True,True,False,4,4,3,1,1,3,4,14,15,16,1.0,5,Consistent Performer
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,False,False,False,False,True,True,False,False,4,3,2,1,3,5,0,5,8,0,2.4285714285714284,2,Struggling
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,False,False,True,False,True,True,False,False,5,4,3,4,3,3,0,7,7,0,3.2857142857142856,6,Struggling
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,False,False,False,False,True,True,False,False,5,3,3,1,3,4,0,14,17,15,2.4285714285714284,4,Consistent Performer
MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,2,2,0,False,False,False,False,True,True,True,False,5,5,4,1,1,1,0,6,9,11,1.0,7,Improving
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,False,True,False,True,True,True,True,True,4,4,3,2,2,5,4,7,9,10,2.0,8,Improving
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,False,False,False,True,False,True,True,False,5,4,2,1,2,5,4,10,11,10,1.7142857142857142,5,Consistent Performer
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,False,True,False,False,True,True,True,False,4,3,4,1,1,1,4,15,15,16,1.0,4,Consistent Performer
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,0,False,False,False,True,True,True,False,False,1,1,1,1,1,5,6,11,12,9,1.0,2,Declining
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,False,False,False,False,False,True,True,False,2,4,5,3,4,2,6,10,10,10,3.7142857142857144,4,Consistent Performer
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,False,False,False,False,False,True,True,False,4,4,1,3,4,5,4,10,11,11,3.7142857142857144,5,Consistent Performer
